MOFID,Label_Stab,sample_weight,ATS7p,ATSC3p,VE2_X,P_VSA_v_3,SpMax8_Bh_m,P_VSA_s_3,Molecular_Topological_Index_Unit,SM2_B_p,TIC2,Eig11_EA_ed,Eig13_AEA_ed,VE1_X,SpMaxA_B_s,MLOGP2,SM13_AEA_bo,JGT,VE3sign_H2,IC2,P_VSA_LogP_7,F04_C_N,Eig06_EA_ri,P_VSA_LogP_5,SpMin6_Bh_s,SpMax4_Bh_e,LogP_Linker,GATS2m,SpMin1_Bh_s,X3v,SpMax4_Bh_m,GGI5
L18-N-CoCo-C,0,2.9670833300000004,6.206,53.957,0.061,621.298,4.151,147.485,9288.820741,6.471,782.097,11.049,6.476,8.331,0.039,181.533,3.259,0.37,-22.643,3.95,682.724,102,3.185,192.482,1.329,4.197,8.1396,0.985,1.529,40.632,4.246,9.177
L18-N-CoCo-CHO,0,3.0,6.255,54.17,0.039,631.565,4.151,153.857,9534.728524,6.495,834.841,11.049,6.498,5.51,0.053,150.278,3.26,0.38,-26.246,4.133,659.182,102,3.185,198.853,1.329,4.197,8.1396,0.986,1.532,41.078,4.246,9.413
L18-N-CrCr-C,0,3.0,6.243,66.922,0.061,621.298,4.15,147.485,9288.820741,6.546,782.097,11.049,6.476,8.331,0.039,181.533,3.259,0.37,-22.643,3.95,682.724,102,3.185,192.482,1.329,4.197,8.1396,0.929,1.588,44.933,4.246,9.177
L18-N-CrCr-CHO,0,3.0,6.304,67.033,0.039,631.565,4.15,153.857,9534.728524,6.568,834.841,11.049,6.498,5.51,0.053,150.278,3.26,0.38,-26.246,4.133,659.182,102,3.185,198.853,1.329,4.197,8.1396,0.93,1.59,45.379,4.246,9.413
L18-N-CuCu-C,1,3.0,6.193,49.503,0.061,621.298,4.152,147.485,9288.820741,6.451,782.097,11.049,6.476,8.331,0.039,181.533,3.259,0.37,-22.643,3.95,682.724,102,3.185,192.482,1.329,4.197,8.1396,1.02,1.496,38.943,4.246,9.177
L18-N-CuCu-CHO,1,2.4888333300000003,6.237,49.749,0.039,631.565,4.152,153.857,9534.728524,6.476,834.841,11.049,6.498,5.51,0.053,150.278,3.26,0.38,-26.246,4.133,659.182,102,3.185,198.853,1.329,4.197,8.1396,1.021,1.5,39.389,4.246,9.413
L18-N-FeFe-C,0,3.0,6.214,56.813,0.061,621.298,4.151,147.485,9288.820741,6.485,782.097,11.049,6.476,8.331,0.039,181.533,3.259,0.37,-22.643,3.95,682.724,102,3.185,192.482,1.329,4.197,8.1396,0.961,1.548,41.748,4.246,9.177
L18-N-FeFe-CHO,0,3.0,6.266,57.003,0.039,631.565,4.151,153.857,9534.728524,6.508,834.841,11.049,6.498,5.51,0.053,150.278,3.26,0.38,-26.246,4.133,659.182,102,3.185,198.853,1.329,4.197,8.1396,0.962,1.551,42.194,4.246,9.413
L18-N-MnMn-C,0,3.0,6.223,59.979,0.061,621.298,4.15,147.485,9288.820741,6.502,782.097,11.049,6.476,8.331,0.039,181.533,3.259,0.37,-22.643,3.95,682.724,102,3.185,192.482,1.329,4.197,8.1396,0.953,1.567,43.139,4.246,9.177
L18-N-MnMn-CHO,0,3.0,6.278,60.146,0.039,631.565,4.15,153.857,9534.728524,6.525,834.841,11.049,6.498,5.51,0.053,150.278,3.26,0.38,-26.246,4.133,659.182,102,3.185,198.853,1.329,4.197,8.1396,0.954,1.57,43.585,4.246,9.413
L18-N-NiNi-C,1,1.3055,6.199,51.731,0.061,621.298,4.151,147.485,9288.820741,6.461,782.097,11.049,6.476,8.331,0.039,181.533,3.259,0.37,-22.643,3.95,682.724,102,3.185,192.482,1.329,4.197,8.1396,0.983,1.512,39.714,4.246,9.177
L18-N-ScSc-C,0,3.0,6.296,86.304,0.061,621.298,4.145,147.485,9288.820741,6.702,782.097,11.049,6.476,8.331,0.039,181.533,3.259,0.37,-22.643,3.95,682.724,102,3.185,192.482,1.329,4.197,8.1396,0.869,1.658,56.326,4.245,9.177
L18-N-ScSc-CHO,0,3.0,6.375,86.254,0.039,631.565,4.145,153.857,9534.728524,6.721,834.841,11.049,6.498,5.51,0.053,150.278,3.26,0.38,-26.246,4.133,659.182,102,3.185,198.853,1.329,4.197,8.1396,0.869,1.66,56.772,4.245,9.413
L18-N-TiTi-C,0,3.0,6.269,76.334,0.061,621.298,4.148,147.485,9288.820741,6.616,782.097,11.049,6.476,8.331,0.039,181.533,3.259,0.37,-22.643,3.95,682.724,102,3.185,192.482,1.329,4.197,8.1396,0.894,1.633,50.825,4.245,9.177
L18-N-VV-C,0,3.0,6.25,69.438,0.061,621.298,4.149,147.485,9288.820741,6.564,782.097,11.049,6.476,8.331,0.039,181.533,3.259,0.37,-22.643,3.95,682.724,102,3.185,192.482,1.329,4.197,8.1396,0.92,1.61,47.352,4.246,9.177
L18-N-VV-CHO,0,3.0,6.314,69.529,0.039,631.565,4.149,153.857,9534.728524,6.585,834.841,11.049,6.498,5.51,0.053,150.278,3.26,0.38,-26.246,4.133,659.182,102,3.185,198.853,1.329,4.197,8.1396,0.921,1.612,47.798,4.246,9.413
L18-N-ZnZn-C,0,1.05991667,6.202,52.686,0.061,621.298,4.152,147.485,9288.820741,6.465,782.097,11.049,6.476,8.331,0.039,181.533,3.259,0.37,-22.643,3.95,682.724,102,3.185,192.482,1.329,4.197,8.1396,1.033,1.481,38.286,4.246,9.177
L18-O-CoCo-C,0,3.0,6.202,54.87,0.061,626.271,4.151,152.459,15727.2718,6.47,782.097,11.049,6.476,8.331,0.039,181.533,3.259,0.37,-22.643,3.95,682.724,88,3.185,197.456,1.329,4.197,9.1268,0.983,1.483,39.541,4.246,9.177
L18-O-CoCo-CHO,0,3.0,6.25,55.096,0.039,636.538,4.151,158.83,15988.11616,6.494,834.841,11.049,6.498,5.51,0.053,150.278,3.26,0.38,-26.246,4.133,659.182,88,3.185,203.827,1.329,4.197,9.1268,0.984,1.488,39.987,4.246,9.413
L18-O-CrCr-C,0,3.0,6.239,67.755,0.061,626.271,4.15,152.459,15727.2718,6.546,782.097,11.049,6.476,8.331,0.039,181.533,3.259,0.37,-22.643,3.95,682.724,88,3.185,197.456,1.329,4.197,9.1268,0.927,1.538,43.467,4.246,9.177
L18-O-CrCr-CHO,0,3.0,6.3,67.881,0.039,636.538,4.15,158.83,15988.11616,6.568,834.841,11.049,6.498,5.51,0.053,150.278,3.26,0.38,-26.246,4.133,659.182,88,3.185,203.827,1.329,4.197,9.1268,0.927,1.541,43.913,4.246,9.413
L18-O-CuCu-C,0,3.0,6.189,50.443,0.061,626.271,4.152,152.459,15727.2718,6.451,782.097,11.049,6.476,8.331,0.039,181.533,3.259,0.37,-22.643,3.95,682.724,88,3.185,197.456,1.329,4.197,9.1268,1.018,1.453,37.996,4.246,9.177
L18-O-CuCu-CHO,0,3.0,6.233,50.702,0.039,636.538,4.152,158.83,15988.11616,6.475,834.841,11.049,6.498,5.51,0.053,150.278,3.26,0.38,-26.246,4.133,659.182,88,3.185,203.827,1.329,4.197,9.1268,1.019,1.458,38.442,4.246,9.413
L18-O-FeFe-C,0,3.0,6.21,57.709,0.061,626.271,4.151,152.459,15727.2718,6.484,782.097,11.049,6.476,8.331,0.039,181.533,3.259,0.37,-22.643,3.95,682.724,88,3.185,197.456,1.329,4.197,9.1268,0.958,1.5,40.56,4.246,9.177
L18-O-FeFe-CHO,0,3.0,6.261,57.912,0.039,636.538,4.151,158.83,15988.11616,6.508,834.841,11.049,6.498,5.51,0.053,150.278,3.26,0.38,-26.246,4.133,659.182,88,3.185,203.827,1.329,4.197,9.1268,0.959,1.504,41.007,4.246,9.413
L18-O-MnMn-C,0,3.0,6.219,60.856,0.061,626.271,4.15,152.459,15727.2718,6.502,782.097,11.049,6.476,8.331,0.039,181.533,3.259,0.37,-22.643,3.95,682.724,88,3.185,197.456,1.329,4.197,9.1268,0.951,1.518,41.831,4.246,9.177
L18-O-MnMn-CHO,0,3.0,6.274,61.035,0.039,636.538,4.15,158.83,15988.11616,6.525,834.841,11.049,6.498,5.51,0.053,150.278,3.26,0.38,-26.246,4.133,659.182,88,3.185,203.827,1.329,4.197,9.1268,0.952,1.522,42.277,4.246,9.413
L18-O-NiNi-C,0,3.0,6.195,52.658,0.061,626.271,4.151,152.459,15727.2718,6.46,782.097,11.049,6.476,8.331,0.039,181.533,3.259,0.37,-22.643,3.95,682.724,88,3.185,197.456,1.329,4.197,9.1268,0.981,1.468,38.701,4.246,9.177
L18-O-NiNi-CHO,0,3.0,6.242,52.9,0.039,636.538,4.151,158.83,15988.11616,6.484,834.841,11.049,6.498,5.51,0.053,150.278,3.26,0.38,-26.246,4.133,659.182,88,3.185,203.827,1.329,4.197,9.1268,0.982,1.472,39.148,4.246,9.413
L18-O-ScSc-C,0,3.0,6.292,87.017,0.061,626.271,4.145,152.459,15727.2718,6.702,782.097,11.049,6.476,8.331,0.039,181.533,3.259,0.37,-22.643,3.95,682.724,88,3.185,197.456,1.329,4.197,9.1268,0.866,1.604,53.82,4.245,9.177
L18-O-ScSc-CHO,0,3.0,6.371,86.985,0.039,636.538,4.145,158.83,15988.11616,6.721,834.841,11.049,6.498,5.51,0.053,150.278,3.26,0.38,-26.246,4.133,659.182,88,3.185,203.827,1.329,4.197,9.1268,0.866,1.606,54.266,4.245,9.413
L18-O-TiTi-C,0,3.0,6.265,77.11,0.061,626.271,4.148,152.459,15727.2718,6.616,782.097,11.049,6.476,8.331,0.039,181.533,3.259,0.37,-22.643,3.95,682.724,88,3.185,197.456,1.329,4.197,9.1268,0.891,1.58,48.827,4.245,9.177
L18-O-VV-C,0,3.0,6.246,70.256,0.061,626.271,4.149,152.459,15727.2718,6.563,782.097,11.049,6.476,8.331,0.039,181.533,3.259,0.37,-22.643,3.95,682.724,88,3.185,197.456,1.329,4.197,9.1268,0.918,1.558,45.669,4.246,9.177
L18-O-ZnZn-C,0,1.75758333,6.198,53.607,0.061,626.271,4.152,152.459,15727.2718,6.464,782.097,11.049,6.476,8.331,0.039,181.533,3.259,0.37,-22.643,3.95,682.724,88,3.185,197.456,1.329,4.197,9.1268,1.031,1.44,37.394,4.246,9.177
L19-N-CoCo-C,1,3.0,5.856,44.476,0.079,442.727,3.982,196.345,8910.166536,6.313,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,86,3.333,126.32,1.155,4.031,0.4032,1.012,1.529,35.847,4.212,8.476
L19-N-CoCo-CHO,1,3.0,5.91,45.179,0.055,469.251,3.981,200.878,9146.657047,6.332,706.372,10.837,6.483,6.809,0.06,72.163,3.334,0.418,-23.734,4.415,376.675,84,3.333,148.948,1.155,4.037,0.4032,1.026,1.532,35.859,4.109,8.614
L19-N-CrCr-C,1,3.0,5.899,57.639,0.079,442.727,3.977,196.345,8910.166536,6.401,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,86,3.333,126.32,1.155,4.028,0.4032,0.945,1.588,40.149,4.211,8.476
L19-N-CrCr-CHO,1,3.0,5.97,58.25,0.055,469.251,3.978,200.878,9146.657047,6.418,706.372,10.837,6.483,6.809,0.06,72.163,3.334,0.418,-23.734,4.415,376.675,84,3.333,148.948,1.155,4.035,0.4032,0.958,1.59,40.16,4.108,8.614
L19-N-CuCu-C,1,3.0,5.841,39.965,0.079,442.727,3.984,196.345,8910.166536,6.291,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,86,3.333,126.32,1.155,4.029,0.4032,1.052,1.496,34.159,4.212,8.476
L19-N-CuCu-CHO,1,3.0,5.888,40.698,0.055,469.251,3.982,200.878,9146.657047,6.31,706.372,10.837,6.483,6.809,0.06,72.163,3.334,0.418,-23.734,4.415,376.675,84,3.333,148.948,1.155,4.036,0.4032,1.066,1.5,34.17,4.11,8.614
L19-N-FeFe-C,1,3.0,5.866,47.371,0.079,442.727,3.98,196.345,8910.166536,6.33,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,86,3.333,126.32,1.155,4.029,0.4032,0.983,1.548,36.963,4.212,8.476
L19-N-FeFe-CHO,1,3.0,5.923,48.055,0.055,469.251,3.98,200.878,9146.657047,6.349,706.372,10.837,6.483,6.809,0.06,72.163,3.334,0.418,-23.734,4.415,376.675,84,3.333,148.948,1.155,4.036,0.4032,0.997,1.551,36.975,4.109,8.614
L19-N-MnMn-C,1,3.0,5.876,50.584,0.079,442.727,3.979,196.345,8910.166536,6.35,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,86,3.333,126.32,1.155,4.029,0.4032,0.974,1.567,38.355,4.212,8.476
L19-N-MnMn-CHO,1,3.0,5.938,51.246,0.055,469.251,3.979,200.878,9146.657047,6.369,706.372,10.837,6.483,6.809,0.06,72.163,3.334,0.418,-23.734,4.415,376.675,84,3.333,148.948,1.155,4.036,0.4032,0.988,1.57,38.366,4.109,8.614
L19-N-NiNi-C,1,3.0,5.849,42.221,0.079,442.727,3.981,196.345,8910.166536,6.302,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,86,3.333,126.32,1.155,4.029,0.4032,1.01,1.512,34.929,4.212,8.476
L19-N-NiNi-CHO,1,3.0,5.899,42.939,0.055,469.251,3.981,200.878,9146.657047,6.321,706.372,10.837,6.483,6.809,0.06,72.163,3.334,0.418,-23.734,4.415,376.675,84,3.333,148.948,1.155,4.035,0.4032,1.024,1.515,34.941,4.109,8.614
L19-N-ScSc-C,0,3.0,5.96,77.412,0.079,442.727,3.969,196.345,8910.166536,6.579,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,86,3.333,126.32,1.155,4.026,0.4032,0.867,1.658,51.542,4.211,8.476
L19-N-ScSc-CHO,0,3.0,6.055,77.864,0.055,469.251,3.97,200.878,9146.657047,6.594,706.372,10.837,6.483,6.809,0.06,72.163,3.334,0.418,-23.734,4.415,376.675,84,3.333,148.948,1.155,4.034,0.4032,0.881,1.66,51.553,4.106,8.614
L19-N-TiTi-C,1,3.0,5.929,67.227,0.079,442.727,3.973,196.345,8910.166536,6.482,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,86,3.333,126.32,1.155,4.026,0.4032,0.9,1.633,46.041,4.211,8.476
L19-N-TiTi-CHO,1,3.0,6.012,67.764,0.055,469.251,3.974,200.878,9146.657047,6.498,706.372,10.837,6.483,6.809,0.06,72.163,3.334,0.418,-23.734,4.415,376.675,84,3.333,148.948,1.155,4.034,0.4032,0.914,1.635,46.053,4.107,8.614
L19-N-VV-C,1,3.0,5.907,60.2,0.079,442.727,3.976,196.345,8910.166536,6.421,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,86,3.333,126.32,1.155,4.027,0.4032,0.933,1.61,42.567,4.211,8.476
L19-N-VV-CHO,1,3.0,5.982,60.791,0.055,469.251,3.977,200.878,9146.657047,6.438,706.372,10.837,6.483,6.809,0.06,72.163,3.334,0.418,-23.734,4.415,376.675,84,3.333,148.948,1.155,4.034,0.4032,0.947,1.612,42.579,4.108,8.614
L19-N-ZnZn-C,1,3.0,5.852,43.188,0.079,442.727,3.984,196.345,8910.166536,6.306,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,86,3.333,126.32,1.155,4.029,0.4032,1.067,1.481,33.501,4.212,8.476
L19-O-CoCo-C,1,3.0,5.85,45.296,0.079,447.701,3.982,201.318,15309.53178,6.313,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,72,3.333,131.294,1.155,4.031,1.1436,1.011,1.483,34.756,4.212,8.476
L19-O-CoCo-CHO,1,3.0,5.904,46.035,0.055,474.225,3.981,205.852,15565.01788,6.332,706.372,10.837,6.483,6.809,0.06,72.163,3.334,0.418,-23.734,4.415,376.675,70,3.333,153.922,1.155,4.037,1.1436,1.024,1.488,34.768,4.109,8.614
L19-O-CrCr-C,1,3.0,5.893,58.351,0.079,447.701,3.977,201.318,15309.53178,6.4,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,72,3.333,131.294,1.155,4.028,1.1436,0.943,1.538,38.682,4.211,8.476
L19-O-CrCr-CHO,1,3.0,5.964,59.002,0.055,474.225,3.978,205.852,15565.01788,6.418,706.372,10.837,6.483,6.809,0.06,72.163,3.334,0.418,-23.734,4.415,376.675,70,3.333,153.922,1.155,4.035,1.1436,0.957,1.541,38.694,4.108,8.614
L19-O-CuCu-C,1,3.0,5.835,40.822,0.079,447.701,3.984,201.318,15309.53178,6.29,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,72,3.333,131.294,1.155,4.029,1.1436,1.05,1.453,33.211,4.212,8.476
L19-O-CuCu-CHO,1,3.0,5.882,41.589,0.055,474.225,3.982,205.852,15565.01788,6.31,706.372,10.837,6.483,6.809,0.06,72.163,3.334,0.418,-23.734,4.415,376.675,70,3.333,153.922,1.155,4.036,1.1436,1.065,1.458,33.223,4.11,8.614
L19-O-FeFe-C,1,3.0,5.86,48.168,0.079,447.701,3.98,201.318,15309.53178,6.329,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,72,3.333,131.294,1.155,4.029,1.1436,0.982,1.5,35.776,4.212,8.476
L19-O-FeFe-CHO,1,3.0,5.917,48.888,0.055,474.225,3.98,205.852,15565.01788,6.348,706.372,10.837,6.483,6.809,0.06,72.163,3.334,0.418,-23.734,4.415,376.675,70,3.333,153.922,1.155,4.036,1.1436,0.995,1.504,35.788,4.109,8.614
L19-O-MnMn-C,1,1.46725,5.87,51.355,0.079,447.701,3.979,201.318,15309.53178,6.35,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,72,3.333,131.294,1.155,4.029,1.1436,0.973,1.518,37.046,4.212,8.476
L19-O-MnMn-CHO,1,1.11291667,5.932,52.054,0.055,474.225,3.979,205.852,15565.01788,6.368,706.372,10.837,6.483,6.809,0.06,72.163,3.334,0.418,-23.734,4.415,376.675,70,3.333,153.922,1.155,4.036,1.1436,0.986,1.522,37.058,4.109,8.614
L19-O-NiNi-C,1,3.0,5.843,43.06,0.079,447.701,3.981,201.318,15309.53178,6.301,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,72,3.333,131.294,1.155,4.029,1.1436,1.008,1.468,33.917,4.212,8.476
L19-O-NiNi-CHO,1,3.0,5.893,43.813,0.055,474.225,3.981,205.852,15565.01788,6.32,706.372,10.837,6.483,6.809,0.06,72.163,3.334,0.418,-23.734,4.415,376.675,70,3.333,153.922,1.155,4.036,1.1436,1.022,1.472,33.929,4.109,8.614
L19-O-ScSc-C,0,3.0,5.954,77.96,0.079,447.701,3.969,201.318,15309.53178,6.579,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,72,3.333,131.294,1.155,4.026,1.1436,0.865,1.604,49.035,4.211,8.476
L19-O-ScSc-CHO,0,3.0,6.05,78.46,0.055,474.225,3.97,205.852,15565.01788,6.594,706.372,10.837,6.483,6.809,0.06,72.163,3.334,0.418,-23.734,4.415,376.675,70,3.333,153.922,1.155,4.034,1.1436,0.88,1.606,49.047,4.106,8.614
L19-O-TiTi-C,1,1.08258333,5.923,67.86,0.079,447.701,3.973,201.318,15309.53178,6.481,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,72,3.333,131.294,1.155,4.026,1.1436,0.898,1.58,44.043,4.211,8.476
L19-O-TiTi-CHO,0,1.441,6.006,68.44,0.055,474.225,3.974,205.852,15565.01788,6.497,706.372,10.837,6.483,6.809,0.06,72.163,3.334,0.418,-23.734,4.415,376.675,70,3.333,153.922,1.155,4.034,1.1436,0.912,1.583,44.055,4.107,8.614
L19-O-VV-C,1,3.0,5.901,60.891,0.079,447.701,3.976,201.318,15309.53178,6.421,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,72,3.333,131.294,1.155,4.027,1.1436,0.932,1.558,40.884,4.211,8.476
L19-O-VV-CHO,1,3.0,5.976,61.523,0.055,474.225,3.977,205.852,15565.01788,6.438,706.372,10.837,6.483,6.809,0.06,72.163,3.334,0.418,-23.734,4.415,376.675,70,3.333,153.922,1.155,4.034,1.1436,0.946,1.561,40.896,4.108,8.614
L19-O-ZnZn-C,1,2.96275,5.846,44.019,0.079,447.701,3.984,201.318,15309.53178,6.306,603.537,11.327,6.462,9.454,0.062,53.878,3.334,0.406,-20.3,3.919,400.217,72,3.333,131.294,1.155,4.029,1.1436,1.065,1.44,32.609,4.212,8.476
L19-O-ZnZn-CHO,1,2.54375,5.897,44.765,0.055,474.225,3.982,205.852,15565.01788,6.325,706.372,10.837,6.483,6.809,0.06,72.163,3.334,0.418,-23.734,4.415,376.675,70,3.333,153.922,1.155,4.036,1.1436,1.079,1.445,32.621,4.11,8.614
L2-N-CoCo-C,1,3.0,5.303,33.268,0.107,190.957,3.597,61.72,3315.215554,5.671,310.79,8.423,5.978,6.394,0.087,1.662,3.073,0.355,-9.758,3.79,164.795,62,2.836,116.365,0.925,3.91,-0.9906,1.103,1.528,23.288,4.16,4.642
L2-N-CoCo-CHO,1,3.0,5.415,33.131,0.102,201.224,3.597,68.091,3529.802602,5.723,343.639,8.431,5.978,6.522,0.116,5.938,3.115,0.378,-11.652,3.996,141.253,62,2.915,122.736,0.933,3.936,-0.9906,1.117,1.531,23.734,4.16,4.878
L2-N-CrCr-C,1,3.0,5.418,49.926,0.107,190.957,3.597,61.72,3315.215554,5.832,310.79,8.423,5.978,6.394,0.087,1.662,3.073,0.355,-9.758,3.79,164.795,62,2.836,116.365,0.955,3.91,-0.9906,1.045,1.587,27.554,4.156,4.642
L2-N-CrCr-CHO,1,3.0,5.549,49.274,0.102,201.224,3.597,68.091,3529.802602,5.876,343.639,8.431,5.978,6.522,0.116,5.938,3.115,0.378,-11.652,3.996,141.253,62,2.915,122.736,0.955,3.936,-0.9906,1.058,1.589,28.0,4.156,4.878
L2-N-CuCu-C,1,3.0,5.26,28.002,0.107,190.957,3.597,61.72,3315.215554,5.628,310.79,8.423,5.978,6.394,0.087,1.662,3.073,0.355,-9.758,3.79,164.795,62,2.836,116.365,0.897,3.91,-0.9906,1.135,1.494,21.615,4.161,4.642
L2-N-CuCu-CHO,1,3.0,5.365,28.014,0.102,201.224,3.597,68.091,3529.802602,5.682,343.639,8.431,5.978,6.522,0.116,5.938,3.115,0.378,-11.652,3.996,141.253,62,2.915,122.736,0.92,3.936,-0.9906,1.15,1.498,22.061,4.161,4.878
L2-N-FeFe-C,1,3.0,5.329,36.766,0.107,190.957,3.597,61.72,3315.215554,5.702,310.79,8.423,5.978,6.394,0.087,1.662,3.073,0.355,-9.758,3.79,164.795,62,2.836,116.365,0.939,3.91,-0.9906,1.079,1.546,24.394,4.158,4.642
L2-N-FeFe-CHO,1,3.0,5.446,36.527,0.102,201.224,3.597,68.091,3529.802602,5.753,343.639,8.431,5.978,6.522,0.116,5.938,3.115,0.378,-11.652,3.996,141.253,62,2.915,122.736,0.939,3.936,-0.9906,1.092,1.549,24.841,4.158,4.878
L2-N-MnMn-C,1,3.0,5.358,40.757,0.107,190.957,3.597,61.72,3315.215554,5.74,310.79,8.423,5.978,6.394,0.087,1.662,3.073,0.355,-9.758,3.79,164.795,62,2.836,116.365,0.947,3.91,-0.9906,1.071,1.566,25.774,4.158,4.642
L2-N-MnMn-CHO,1,3.0,5.48,40.397,0.102,201.224,3.597,68.091,3529.802602,5.789,343.639,8.431,5.978,6.522,0.116,5.938,3.115,0.378,-11.652,3.996,141.253,62,2.915,122.736,0.947,3.936,-0.9906,1.084,1.569,26.22,4.158,4.878
L2-N-NiNi-C,1,3.0,5.282,30.608,0.107,190.957,3.597,61.72,3315.215554,5.649,310.79,8.423,5.978,6.394,0.087,1.662,3.073,0.355,-9.758,3.79,164.795,62,2.836,116.365,0.911,3.91,-0.9906,1.101,1.51,22.379,4.16,4.642
L2-N-NiNi-CHO,1,3.0,5.39,30.547,0.102,201.224,3.597,68.091,3529.802602,5.702,343.639,8.431,5.978,6.522,0.116,5.938,3.115,0.378,-11.652,3.996,141.253,62,2.915,122.736,0.926,3.936,-0.9906,1.115,1.514,22.825,4.16,4.878
L2-N-ScSc-C,0,3.0,5.57,78.623,0.107,190.957,3.597,61.72,3315.215554,6.128,310.79,8.423,5.978,6.394,0.087,1.662,3.073,0.355,-9.758,3.79,164.795,62,2.836,116.365,0.985,3.91,-0.9906,0.975,1.657,38.866,4.146,4.642
L2-N-ScSc-CHO,0,3.0,5.723,76.964,0.102,201.224,3.597,68.091,3529.802602,6.162,343.639,8.431,5.978,6.522,0.116,5.938,3.115,0.378,-11.652,3.996,141.253,62,2.915,122.736,0.985,3.936,-0.9906,0.986,1.658,39.312,4.146,4.878
L2-N-TiTi-C,1,3.0,5.494,63.285,0.107,190.957,3.597,61.72,3315.215554,5.97,310.79,8.423,5.978,6.394,0.087,1.662,3.073,0.355,-9.758,3.79,164.795,62,2.836,116.365,0.974,3.91,-0.9906,1.005,1.632,33.402,4.152,4.642
L2-N-TiTi-CHO,1,3.0,5.637,62.18,0.102,201.224,3.597,68.091,3529.802602,6.009,343.639,8.431,5.978,6.522,0.116,5.938,3.115,0.378,-11.652,3.996,141.253,62,2.915,122.736,0.974,3.936,-0.9906,1.017,1.634,33.848,4.152,4.878
L2-N-VV-C,1,3.0,5.439,53.392,0.107,190.957,3.597,61.72,3315.215554,5.867,310.79,8.423,5.978,6.394,0.087,1.662,3.073,0.355,-9.758,3.79,164.795,62,2.836,116.365,0.964,3.91,-0.9906,1.035,1.609,29.953,4.155,4.642
L2-N-VV-CHO,1,3.0,5.573,52.626,0.102,201.224,3.597,68.091,3529.802602,5.911,343.639,8.431,5.978,6.522,0.116,5.938,3.115,0.378,-11.652,3.996,141.253,62,2.915,122.736,0.964,3.936,-0.9906,1.048,1.611,30.4,4.155,4.878
L2-N-ZnZn-C,1,3.0,5.291,31.741,0.107,190.957,3.601,61.72,3315.215554,5.658,310.79,8.423,5.978,6.394,0.087,1.662,3.073,0.355,-9.758,3.79,164.795,62,2.836,116.365,0.882,3.91,-0.9906,1.147,1.479,20.963,4.162,4.642
L2-N-ZnZn-CHO,1,3.0,5.401,31.649,0.102,201.224,3.601,68.091,3529.802602,5.711,343.639,8.431,5.978,6.522,0.116,5.938,3.115,0.378,-11.652,3.996,141.253,62,2.915,122.736,0.91,3.936,-0.9906,1.162,1.484,21.41,4.162,4.878
L2-O-CoCo-C,1,3.0,5.291,33.89,0.107,195.93,3.597,66.693,9030.570705,5.67,310.79,8.423,5.978,6.394,0.087,1.662,3.073,0.355,-9.758,3.79,164.795,56,2.815,121.338,0.901,3.913,-0.2502,1.1,1.482,22.197,4.16,4.642
L2-O-CoCo-CHO,1,3.0,5.404,33.798,0.102,206.197,3.597,73.064,9275.712637,5.722,343.639,8.431,5.978,6.522,0.116,5.938,3.115,0.378,-11.652,3.996,141.253,56,2.902,127.709,0.928,3.938,-0.2502,1.114,1.486,22.643,4.16,4.878
L2-O-CrCr-C,1,3.0,5.407,50.277,0.107,195.93,3.597,66.693,9030.570705,5.831,310.79,8.423,5.978,6.394,0.087,1.662,3.073,0.355,-9.758,3.79,164.795,56,2.815,121.338,0.946,3.913,-0.2502,1.042,1.536,26.087,4.156,4.642
L2-O-CrCr-CHO,1,3.0,5.539,49.685,0.102,206.197,3.597,73.064,9275.712637,5.875,343.639,8.431,5.978,6.522,0.116,5.938,3.115,0.378,-11.652,3.996,141.253,56,2.902,127.709,0.955,3.938,-0.2502,1.055,1.539,26.533,4.156,4.878
